nomem_encr;cd22o_m;cd22o091;cd22o092;cd22o003;cd22o005;cd22o093;cd22o008;cd22o009;cd22o010;cd22o088;cd22o012;cd22o013;cd22o014;cd22o015;cd22o083;cd22o018;cd22o019;cd22o020;cd22o021;cd22o024;cd22o025;cd22o026;cd22o027;cd22o028;cd22o029;cd22o030;cd22o094;cd22o033;cd22o034;cd22o035;cd22o036;cd22o038;cd22o039;cd22o041;cd22o089;cd22o042;cd22o043;cd22o044;cd22o045;cd22o046;cd22o047;cd22o048;cd22o049;cd22o050;cd22o090;cd22o051;cd22o052;cd22o053;cd22o054;cd22o058;cd22o060;cd22o061;cd22o062;cd22o063;cd22o095;cd22o066;cd22o084;cd22o085;cd22o069;cd22o096;cd22o072;cd22o073;cd22o074;cd22o075;cd22o076;cd22o077;cd22o078;cd22o079;cd22o080;cd22o081;cd22o082
839676;202207;9;7;1; ;1;920;1;80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2015;5;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;3;5;5;12/07/2022;21:55:45;12/07/2022;21:59:00;195
839682;202207;8;8;3; ; ; ; ; ; ; ; ;1992;2; ; ; ; ; ;700000;250000;1;3;538000;2021;3; ; ;4;2;1992;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;3;3;22/07/2022;13:23:41;22/07/2022;13:26:45;184
839694;202207;7;8;1; ;1;505;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;1966;4;2;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;5;17/07/2022;14:25:46;17/07/2022;14:28:58;192
839707;202207;10;10;3; ; ; ; ; ; ; ; ;2012;1;224000;2; ;1;9600;500000;224000;1;1;430000;2022;2; ; ;4;2;2012;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;2;4;5;16/07/2022;22:08:14;16/07/2022;22:14:38;384
839739;202207;8;8;1; ;1;560;2; ;1;1;220; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2015;2;2;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;04/07/2022;18:12:46;04/07/2022;18:15:24;158
839744;202207;8;6;1; ;1;510;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1994;4;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;06/07/2022;14:04:58;06/07/2022;14:06:58;120
839825;202207;7;7;1; ;1;695;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2003;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;4;5;05/07/2022;11:41:22;05/07/2022;11:44:49;207
839871;202207;9;8;3; ; ; ; ; ; ; ; ;2013;1;265000;1;2500;1;12000;527000;270000;1;1;483000;2022;1;1;3200;3;2;2013;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;11/07/2022;22:16:46;11/07/2022;22:21:53;307
839975;202208;7;6;3; ; ; ; ; ; ; ; ;1999;-8; ; ; ; ; ;-8; ; ; ;-8; ;2; ; ;6;2;2000;1;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;3;3;3;3;01/08/2022;12:36:53;01/08/2022;12:38:55;122
839978;202207;9;9;3; ; ; ; ; ; ; ; ;1994;1;45000;1;-9;1;-9;175000;45000;1;1;190000;2022;3; ; ;4;2;1994;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;2;4;4;24/07/2022;08:53:18;24/07/2022;08:56:54;216
839990;202207;7;9;1; ;1;810;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2013;5;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;3;3;25/07/2022;14:38:37;25/07/2022;14:42:49;252
839991;202207;7;7;3; ; ; ; ; ; ; ; ;2020;1;408000;1;-9;1;-9;530000;479000;1;1;492000;2022;1;1;32;5;2;2020;3;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;3;2;4;3;05/07/2022;07:49:49;05/07/2022;07:54:15;266
840020;202207;7;7;3; ; ; ; ; ; ; ; ;2009;1;149000;1;4000;1;2000;205000;150000;1;1;175000;2020;-9; ; ;5;2;2009;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;10/07/2022;20:50:24;10/07/2022;20:52:48;144
840023;202207;6;9;3; ; ; ; ; ; ; ; ;2011;1;185000;1;7000;1;3500;525000;275000;1;3;375000;2021;2; ; ;4;2;2012;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;3;1;4;3;11/07/2022;18:40:42;11/07/2022;18:43:32;170
840039;202207;9;9;1; ;1;640;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1958;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;04/07/2022;13:06:18;04/07/2022;13:08:01;103
840128;202208;8;4;3; ; ; ; ; ; ; ; ;1996;1;105000;1;-9;-9; ;-9;102000;2;1;135000;-9;2; ; ;6;2;1996;4;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;4;4;4;11/08/2022;15:12:15;11/08/2022;15:20:02;467
840136;202207;8;7;1; ;1;560;1;30;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1967;5;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;3;2; ;245000; ; ; ; ;1;4;2905;1;5;1;1;1;24/07/2022;09:01:27;24/07/2022;09:15:05;818
840185;202207;8;4;3; ; ; ; ; ; ; ; ;1999;1;163000;1;3200;1;5400;240000;250000;2;1;208000;2021;2; ; ;6;2;1999;2;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;24/07/2022;15:42:42;24/07/2022;15:47:05;263
840191;202207;7;7;3; ; ; ; ; ; ; ; ;2009;1;-8;1;-8;1;-8;-8; ; ; ;-8; ;2; ; ;5;2;2009;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;04/07/2022;16:35:47;04/07/2022;16:37:46;119
840205;202207;7;8;3; ; ; ; ; ; ; ; ;2018;1;-9;1;-9;1;-9;350000;269000;1;1;310000;2021;2; ; ;5;2;2018;2;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;4;4;4;24/07/2022;08:03:07;24/07/2022;08:07:20;253
840234;202207;9;9;3; ; ; ; ; ; ; ; ;1997;1;132355;1;6900;1;6014;525000;325000;2;3;426000;2021;2; ; ;5;2;1998;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;4;5;5;06/07/2022;20:40:38;06/07/2022;20:48:31;473
840236;202207;8;7;3; ; ; ; ; ; ; ; ;1994;1;-9;1;-9;1;-9;-9; ; ; ;-9; ;3; ; ;4;2;1994;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;1;1;10/07/2022;16:35:56;10/07/2022;16:38:27;151
840237;202207;10;10;3; ; ; ; ; ; ; ; ;2020;1;-9;1;-9;1;-9;1250000;875000;1;1;-9; ;2; ; ;3;2;2021;6;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;5;25/07/2022;22:22:39;25/07/2022;22:24:26;107
840267;202207;7;8;3; ; ; ; ; ; ; ; ;2001;1;150000;2; ;1;3000;500000;400000;2;3;325000;2022;3; ; ;6;1;2001;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;3;3;07/07/2022;11:26:00;07/07/2022;11:31:40;340
840289;202208;7;9;3; ; ; ; ; ; ; ; ;2015;1;-8;1;-8;1;-8;350000;190000;1;1;285000;2022;3; ; ;5;2;1998;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;01/08/2022;14:13:04;01/08/2022;14:29:04;960
840336;202207;8;8;3; ; ; ; ; ; ; ; ;2019;2; ; ; ; ; ;-9; ; ; ;-9; ;-9; ; ;5;2;2020;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;05/07/2022;19:47:44;05/07/2022;19:49:23;99
840353;202207;9;9;3; ; ; ; ; ; ; ; ;2014;1;122000;1;5400;1;4140;490000;187000;1;3;315000;2022;2; ; ;5;2;2014;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;5;3;4;4;11/07/2022;17:47:24;24/07/2022;21:25:55;1136311
840386;202207;8;9;3; ; ; ; ; ; ; ; ;1999;1;-8;1;-9;1;-9;200000;150000;1;1;175000;2022;3; ; ;5;2;2000;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;4;07/07/2022;17:52:11;07/07/2022;17:56:11;240
840390;202207;8;8;3; ; ; ; ; ; ; ; ;2007;1;79838;1;-9;1;1442;-9;148000;1;2;174;2021;2; ; ;5;2;2007;4;3;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;1;4;4;04/07/2022;12:52:34;04/07/2022;13:06:37;843
840415;202207;9;7;3; ; ; ; ; ; ; ; ;2016;1;236257;1;8466;1;6174;450000;215000;1;3;357000;2021;3; ; ;4;2;1990;4;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;3;3;4;04/07/2022;15:12:50;04/07/2022;15:26:34;824
840426;202207;5;5;3; ; ; ; ; ; ; ; ;2018;1;-8;-9; ;-8; ;-8; ; ; ;-9; ;2; ; ;5;2;2018;4;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;3;11/07/2022;21:14:22;11/07/2022;21:18:13;231
840456;202207;8;8;3; ; ; ; ; ; ; ; ;1991;1;-8;1;-8;1;-8;-9;138000;2;3;-9; ;3; ; ;5;2;1991;4;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;3;2;2;3;05/07/2022;10:21:09;05/07/2022;10:23:58;169
840463;202207;9;9;3; ; ; ; ; ; ; ; ;2003;1;158891;1;1;1;3973;485000;220000;1;3;343000;2021;2; ; ;2;2;2004;10;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;05/07/2022;19:55:59;06/07/2022;19:41:03;85504
840478;202207;8;8;3; ; ; ; ; ; ; ; ;2012;2; ; ; ; ; ;300000;100000;1;1;250000;2021;2; ; ;3;1;2017;1;2;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;13/07/2022;20:38:03;13/07/2022;20:40:34;151
840515;202207;8;8;3; ; ; ; ; ; ; ; ;1997;2; ; ; ; ; ;325000;189000;2;2;294000;2021;1;1;125;3;2;1997;5;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;3;2; ;125000; ; ; ; ;2; ; ;1;5;5;5;5;22/07/2022;13:37:44;22/07/2022;13:41:06;202
840571;202207;10;9;3; ; ; ; ; ; ; ; ;1974;2; ; ; ; ; ;250;60000;2;3;164000;2022;2; ; ;4;2;1960;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;4;5;05/07/2022;14:17:31;05/07/2022;14:40:44;1393
840594;202207;8;5;1; ;1;625;1;170;1;1;80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;2004;5;4;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;04/07/2022;14:46:41;04/07/2022;14:50:21;220
840598;202208;8;9;3; ; ; ; ; ; ; ; ;2015;1;-8;1;23000;1;-9;500000;290000;1;3;474000;2022;2; ; ;5;2;2015;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;09/08/2022;21:03:08;09/08/2022;21:07:35;267
840606;202207;7;7;1; ;1;459;1;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2020;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;2;3;4;13/07/2022;11:21:07;13/07/2022;11:22:39;92
840608;202207;9;8;3; ; ; ; ; ; ; ; ;1998;1;232000;1;-9;1;-9;400000;163000;1; ;92;2021;2; ; ;5;2;1998;4;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;3;13/07/2022;01:23:43;13/07/2022;01:32:27;524
840614;202207;8;9;3; ; ; ; ; ; ; ; ;2020;2; ; ; ; ; ;500000;375000;1;1;390000;2022;2; ; ;4;2;2020;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;5;5;12/07/2022;11:11:26;12/07/2022;11:13:56;150
840617;202207;8;8;1; ;1;497;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2012;5;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;25/07/2022;21:50:37;25/07/2022;21:56:47;370
840634;202207;10;10;3; ; ; ; ; ; ; ; ;1998;1;-9;1;12000;1;-9;450000; ; ; ;-9; ;2; ; ;4;2;1998;4;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;4;4;4;18/07/2022;12:57:45;18/07/2022;13:00:04;139
840637;202207;9;9;1; ;1;594;2; ;1;1;67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2022;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;18/07/2022;13:05:06;18/07/2022;13:06:43;97
840652;202207;7;6;1; ;1;750;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2009;4;2;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;3;3;2;3;20/07/2022;17:36:26;20/07/2022;17:40:55;269
840710;202208;9;9;3; ; ; ; ; ; ; ; ;1998;1;-8;1;-8;1;-8;350000;318000;2;1;-8; ;2; ; ;4;2;1998;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;2;2;2;22/08/2022;10:12:39;22/08/2022;10:17:11;272
840734;202208;-9;-9;1; ;1;-8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2007;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;-8;-8; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;13/08/2022;12:34:30;13/08/2022;12:35:26;56
840747;202207;7;7;3; ; ; ; ; ; ; ; ;1990;2; ; ; ; ; ;-9;90000;2;2;182;2021;2; ; ;5;2;1990;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;08/07/2022;13:55:58;08/07/2022;14:10:11;853
840767;202207;7;7;1; ;1;650;2; ;1;1;300; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2015;5;3;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;3;3;13/07/2022;17:46:39;13/07/2022;17:51:04;265
840792;202207;7;7;1; ;1;812;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2006;5;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;4;11/07/2022;13:34:44;11/07/2022;13:36:57;133
840795;202207;8;5;1; ;1;-8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1979;5;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;3;3;3;3;18/07/2022;15:05:06;18/07/2022;15:08:00;174
840840;202207;7;7;1; ;1;934;1;45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2020;5;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;4;4;3;04/07/2022;20:10:23;04/07/2022;20:11:16;53
840850;202207;8;8;3; ; ; ; ; ; ; ; ;2010;2; ; ; ; ; ;350000;260000;1;3;315000;2022;1;1;160;3;2;2010;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;2;4;4;24/07/2022;14:03:03;24/07/2022;14:08:59;356
840894;202207;9;8;3; ; ; ; ; ; ; ; ;1987;2; ; ; ; ; ;310000;145000;2;1;290000;2022;2; ; ;4;2;1987;3;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;3;4;15/07/2022;21:28:55;15/07/2022;21:35:49;414
840914;202207;9;9;3; ; ; ; ; ; ; ; ;1978;1;8000;2; ;1;122;400000;135000;2;2;270000;2021;3; ; ;5;2;1979;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;4;4;11/07/2022;15:13:21;11/07/2022;15:18:13;292
840951;202207;10;6;1; ;1;512;1;25;1;1;111; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1994;5;8;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;05/07/2022;19:09:00;05/07/2022;19:11:41;161
841134;202207;8;8;3; ; ; ; ; ; ; ; ;1985;1;150000;2; ;1;-9;600000;220000;2;3;460000;2021;3; ; ;8;2;1985;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;13/07/2022;13:12:19;13/07/2022;13:16:29;250
841142;202207;5;8;3; ; ; ; ; ; ; ; ;2008;1;-8;1;-8;1;-8;-8;228000;1;1;310000;2021;2; ; ;5;2;2008;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;5;5;13/07/2022;20:37:10;13/07/2022;20:40:31;201
841173;202207;8;8;3; ; ; ; ; ; ; ; ;2019;1;250000;1;9075;1;9075;435000;290000;1;2;310000;2022;2; ; ;4;2;2019;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;4;2;2;3;3;10/07/2022;22:33:26;10/07/2022;22:50:04;998
841183;202207;-9;-9;3; ; ; ; ; ; ; ; ;2014;1;-9;1;-9;1;-9;-9;257000;1;1;292000;2020;2; ; ;5;2;2014;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;4;2;4;04/07/2022;19:09:38;04/07/2022;19:11:02;84
841333;202207;8;8;3; ; ; ; ; ; ; ; ;1995;2; ; ; ; ; ;-9;320000;2;3;-9; ;2; ; ;5;2;1995;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;07/07/2022;10:53:43;07/07/2022;10:56:15;152
841364;202207;8;8;3; ; ; ; ; ; ; ; ;2019;1;159643;1;7873;1;3724;250000;170500;1;2;212000;2022;2; ; ;4;2;2020;4;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;5;1;3;3;11/07/2022;20:49:47;11/07/2022;21:03:29;822
841371;202207;8;8;1; ;1;467;2; ;1;1;97; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;1998;4;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;4;5;05/07/2022;00:02:57;05/07/2022;00:07:46;289
841446;202207;8;6;1; ;1;665;2; ;1;1;119; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2005;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;1;4;4;25/07/2022;10:12:10;25/07/2022;10:16:10;240
841469;202207;9;9;3; ; ; ; ; ; ; ; ;1994;1;81600;1;2272;1;3754;320000;192000;2;3;285000;2022;3; ; ;4;2;1995;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;4;4;04/07/2022;13:05:56;04/07/2022;13:13:22;446
841470;202207;8;8;3; ; ; ; ; ; ; ; ;1976;1;18500;2; ;1;380;300000;100000;2;3;280000;2021;3; ; ;5;2;1976;3;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;10/07/2022;13:54:29;10/07/2022;14:12:23;1074
841488;202207;8;8;3; ; ; ; ; ; ; ; ;2010;1;-9;1;-9;1;-9;250000;137500;1;1;185000;2021;2; ; ;4;2;2010;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;3;3;3;04/07/2022;21:49:10;11/07/2022;21:04:01;602091
841629;202207;10;9;3; ; ; ; ; ; ; ; ;1999;1;-8;1;-8;1;-8;420000;91000;1;3;-8; ;3; ; ;5;2;1999;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;4;4;5;04/07/2022;19:35:21;04/07/2022;19:37:14;113
841644;202207;7;8;3; ; ; ; ; ; ; ; ;1987;1;307000;1;1630;1;5135;460000;192000;2;1;397000;2022;2; ; ;6;2;1987;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;3;3;05/07/2022;10:41:44;05/07/2022;10:53:40;716
841662;202207;8;8;3; ; ; ; ; ; ; ; ;1988;1;341500;1;9480;1;7128;620;490000;2;1;595;2022;2; ; ;6;2;1988;1;3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;2;2;24/07/2022;12:50:40;24/07/2022;13:09:49;1149
841695;202207;8;9;3; ; ; ; ; ; ; ; ;2020;1;225000;1;-9;1;-9;400000;310000;1;1;287000;2022;2; ; ;5;2;2021;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;4;2;3;4;07/07/2022;09:20:32;07/07/2022;09:24:45;253
841715;202207;8;8;1; ;1;739;2; ;1;1;314; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2021;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;5;5;5;26/07/2022;03:23:40;26/07/2022;03:26:44;184
841716;202207;9;9;3; ; ; ; ; ; ; ; ;1971;2; ; ; ; ; ;600000;60000;2;1;612;2022;3; ; ;4;2;1971;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;3;2; ;280000; ; ; ; ;1;1;350;1;5;1;1;3;05/07/2022;22:28:50;05/07/2022;22:38:17;567
841757;202207;10;10;3; ; ; ; ; ; ; ; ;2008;1;179000;2; ;1;1211;450000;200000;1;1;302000;2022;3; ; ;7;2;2009;1;2;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;2;1;3;2; ;200000; ; ; ; ;2; ; ;1;5;3;3;3;07/07/2022;06:23:58;07/07/2022;06:30:44;406
841775;202207;9;8;3; ; ; ; ; ; ; ; ;1997;1;-8;2; ;1;-8;350000;219000;2;2;-9; ;3; ; ;4;2;1997;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;04/07/2022;21:16:03;04/07/2022;22:32:16;4573
841826;202207;8;9;1; ;1;860;1;150;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2013;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;3;3;3;04/07/2022;12:09:53;04/07/2022;12:14:00;247
841842;202207;7;7;1; ;1;750;1;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2019;5;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;2; ; ; ; ; ; ; ; ; ; ; ;2;4;3;4;4;17/07/2022;19:43:01;17/07/2022;20:01:53;1132
841908;202207;9;9;3; ; ; ; ; ; ; ; ;2020;1;-8;1;-8;2; ;270000;90000;1;2;235000;2021;3; ; ;5;2;2021;4;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;1;5;2;4;3;10/07/2022;20:54:50;10/07/2022;20:58:15;205
841917;202207;8;7;3; ; ; ; ; ; ; ; ;2018;1;258000;1;8155;1;6565;600000;282500;1;2;348000;2022;2; ; ;4;2;2018;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;2; ; ; ; ; ; ; ; ; ; ; ;3;5;3;4;4;18/07/2022;19:17:35;18/07/2022;19:40:38;1383
