nomem_encr;ci22o_m;ci22o001;ci22o002;ci22o326;ci22o003;ci22o383;ci22o005;ci22o006;ci22o007;ci22o008;ci22o009;ci22o372;ci22o373;ci22o037;ci22o038;ci22o039;ci22o040;ci22o041;ci22o042;ci22o043;ci22o044;ci22o045;ci22o046;ci22o047;ci22o049;ci22o048;ci22o050;ci22o051;ci22o052;ci22o053;ci22o054;ci22o055;ci22o059;ci22o060;ci22o061;ci22o062;ci22o065;ci22o363;ci22o067;ci22o068;ci22o069;ci22o070;ci22o364;ci22o365;ci22o076;ci22o367;ci22o080;ci22o081;ci22o084;ci22o085;ci22o100;ci22o327;ci22o087;ci22o374;ci22o090;ci22o091;ci22o092;ci22o341;ci22o094;ci22o095;ci22o096;ci22o098;ci22o099;ci22o328;ci22o329;ci22o393;ci22o101;ci22o143;ci22o330;ci22o102;ci22o103;ci22o375;ci22o376;ci22o111;ci22o368;ci22o114;ci22o115;ci22o117;ci22o118;ci22o344;ci22o125;ci22o128;ci22o129;ci22o130;ci22o135;ci22o136;ci22o140;ci22o333;ci22o336;ci22o394;ci22o144;ci22o146;ci22o147;ci22o148;ci22o149;ci22o150;ci22o151;ci22o152;ci22o153;ci22o395;ci22o154;ci22o155;ci22o156;ci22o159;ci22o160;ci22o161;ci22o162;ci22o163;ci22o164;ci22o165;ci22o166;ci22o167;ci22o168;ci22o169;ci22o170;ci22o171;ci22o172;ci22o173;ci22o174;ci22o396;ci22o397;ci22o386;ci22o387;ci22o388;ci22o389;ci22o391;ci22o392;ci22o175;ci22o176;ci22o325;ci22o177;ci22o384;ci22o385;ci22o203;ci22o204;ci22o205;ci22o206;ci22o207;ci22o208;ci22o209;ci22o210;ci22o211;ci22o212;ci22o213;ci22o214;ci22o221;ci22o222;ci22o223;ci22o224;ci22o337;ci22o226;ci22o338;ci22o339;ci22o229;ci22o236;ci22o237;ci22o238;ci22o239;ci22o240;ci22o241;ci22o242;ci22o377;ci22o378;ci22o245;ci22o246;ci22o247;ci22o248;ci22o249;ci22o250;ci22o251;ci22o252;ci22o253;ci22o254;ci22o255;ci22o379;ci22o257;ci22o258;ci22o261;ci22o380;ci22o264;ci22o265;ci22o292;ci22o293;ci22o294;ci22o295;ci22o381;ci22o299;ci22o300;ci22o301;ci22o302;ci22o303;ci22o304;ci22o382;ci22o306;ci22o307;ci22o340;ci22o309;ci22o352;ci22o353;ci22o354;ci22o355;ci22o356;ci22o313;ci22o314;ci22o315;ci22o316;ci22o317;ci22o318;ci22o319;ci22o320;ci22o321;ci22o322
851553;202206;1;76;1945;1;9;8;7;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;1;0;0; ; ;11245; ;22240; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;1;2000; ; ; ; ;33400; ; ;444300; ;1200;4;4;4;4;4;4;7;7;0;0;0;0;0;0;1;4;3;2; ; ; ;4;3;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;3;1;5;3;1;1;2;2;3;3;3;3;3;06/06/2022;17:14:23;06/06/2022;17:26:13;710
851564;202206;1;27;1995;0;1;6;5;3;1;1;30000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0; ;0;0;0;0; ; ;0;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;1;-9;3; ;3; ; ; ; ; ;2; ;2; ; ; ;31000; ; ;31000; ;2200;4;4;4;4;4;4;5;6;1;0;0;0;0;0;0;3;2;2; ;0; ;2;4;6; ; ;1;0;0;0; ; ; ;2; ;2; ;3;1;2;2;5;2;1;1;6;4;1;5;5;5;3;27/06/2022;21:58:21;27/06/2022;22:04:28;367
851580;202206;1;80;1942;1;9;6;6;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;11245; ;-9;3; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;3; ;2; ;2; ; ; ; ; ;-9999999;6; ;-9999999;3;2500;4;2;4;4;2;4;5;6;0;0;0;0;0;0;1;3;2;2; ; ; ;2;4;6;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;3;4;5;4;1;1;5;5;4;5;5;5;5;22/06/2022;12:35:58;22/06/2022;13:24:43;2925
851583;202206;2;39;1982;1;1;8;8;6;1;1;50000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;1;0; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1000; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;1;350; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;-9999999;8; ;-9999999;7;5000;2;4;3;3;4;4;7;9;0;0;0;0;0;0;1;5;3;1; ;15; ;4;3;8;3;1;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;1;1;1;1;1;2;3;4;4;5;5;27/06/2022;21:39:42;27/06/2022;21:45:04;322
851596;202206;1;57;1964;1;1;7;7;7;1;1;-8;-8;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;-9999998;-8;-9999998;-9999999;-8;-8;2;2;2;2;2;2;7;7;0;0;0;0;0;0;1;4;3;2; ;5; ;3;3;7;3;3;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;2;2;3;3;3;3;3;28/06/2022;21:35:04;28/06/2022;21:41:42;398
851611;202206;1;67;1954;1;9;8;8;4;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;-9;6;-9;2; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;2000; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;-9999998;-8;-9999999;-9999999;6;4000;4;2;4;2;2;3;4;8;0;0;0;0;0;0;1;4;1;1;3; ; ;4;4;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;3;1;1;2;3;3;3;3;3;3;08/06/2022;14:24:07;08/06/2022;14:44:06;1199
851625;202206;1;63;1959;0;1;7;7;4;1;1;40000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;2; ;1;2000;2; ;2; ; ; ;40000; ; ;28000; ;2000;2;4;3;2;4;4;3;8;0;1;0;0;0;0;0;4;2;1; ;0; ;3;4;6; ; ;1;0;0;0; ; ; ;2; ;2; ;4;1;5;4;5;1;4;4;3;2;2;2;1;3;3;20/06/2022;15:14:38;20/06/2022;15:42:09;1651
851635;202206;2;62;1959;1;1;8;10;7;1;1;-9;5;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;1;-9;2; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;7; ;-9999999;7;5500;2;2;2;2;2;2;5;9;0;0;0;0;0;0;1;4;2;2; ;0; ;4;3;9;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;5;1;1;2;5;1;5;5;13/06/2022;13:21:48;13/06/2022;13:25:34;226
851641;202206;3;66;1956;1;9;8;8;5;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0;395; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;-9999999;2; ;-9999999;1;291;3;4;4;4;2;3;7;8;0;0;0;0;0;0;1;2;1;2; ; ; ;3;4;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;1;1;4;1;1;1;4;4;4;4;20/06/2022;16:25:02;20/06/2022;16:35:58;656
851647;202206;1;73;1948;1;9;7;8;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;1;0;0; ; ;-9;-9;-9;-9; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-9;1; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;-9999999;-9;-9999999;-9999999;7;4000;2;2;2;2;4;4;6;7;0;0;0;0;0;0;1;4;3;2; ; ; ;4;3;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;1;2;5;3;3;3;3;16/06/2022;22:38:29;16/06/2022;22:55:27;1018
851669;202206;1;45;1977;1;1;7;8;5;1;1;-9;-9;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999998;-9;-9999998;-9999999;-9;-8;2;2;2;1;2;1;6;6;0;0;0;0;0;0;1;4;2;2; ;0; ;-9;-9;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;1;3;1;1;5;4;1;5;1;5;5;06/06/2022;17:36:23;06/06/2022;17:41:22;299
851671;202206;1;38;1983;0;1;7;6;6;1;1;3421; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;1;-8;1;-8;2; ;2; ;2; ;2; ; ; ;-9999998;-9;-9999999;-9999999;4;-8;4;4;4;4;4;4;4;8;0;1;0;0;0;0;0;2;2;1; ;10; ;2;5;6; ; ;0;1;0;0;-9; ; ;2; ;2; ;1;1;3;3;3;1;1;1;5;2;5;2;4;1;1;09/06/2022;15:24:15;09/06/2022;15:56:28;1933
851672;202206;1;77;1945;1;9;8;8;7;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;11200; ;31200; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;2; ;2; ; ; ; ; ;43400; ; ;42700; ;2700;2;2;2;2;2;2;4;10;0;0;0;0;0;0;1;5;3;2; ; ; ;4;3;8;4;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;1;1;2;4;4;4;4;10/06/2022;22:56:06;10/06/2022;23:15:39;1173
851676;202206;1;74;1947;0;9;8;5;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0; ; ;1001; ; ; ; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0;1;0;0;442; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1001; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ;-9999999;4; ;-9999999;1;-8;4;4;4;4;4;4;5;4;1;1;0;0;0;0;0;2;2;2; ; ; ;4;3;7; ; ;1;0;0;0; ; ; ;2; ;2; ;2;2;2;1;5;2;1;2;4;7;3;4;3;4;2;14/06/2022;13:32:23;14/06/2022;14:44:23;4320
851681;202206;3;32;1989;1;3;7;6;7;2; ; ; ;1;0;1;0;0;0;0;0;0;2; ; ;1;6500; ; ; ; ; ;1;1;3000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;0;1000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ;5000; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;4; ;-9999999;2;1000;3;2;3;2;2;2;4;5;0;0;0;0;0;0;1;3;2;2; ;10; ;2;4;8;3;2;1;0;0;0; ; ; ;2; ;2; ;1;2;2;1;5;1;1;1;2;6;4;4;4;3;4;28/06/2022;21:00:10;28/06/2022;21:05:09;299
851724;202206;2;71;1950;1;9;7;6;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;1;0;0; ; ;-9;-9;-9;-9; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;210; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;-9;1;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ;-9999999;-9;-9999999;-9999999;-9;3500;4;4;4;4;2;3;6;6;0;0;0;0;0;0;1;2;2;1; ; ; ;3;4;7;3;4;1;0;0;0; ; ; ;2; ;2; ;3;3;5;1;5;3;1;1;3;3;1;5;4;5;5;07/06/2022;13:52:03;07/06/2022;14:03:13;670
851729;202207;2;61;1960;1;4;8;7;7;1;1;17000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;15000; ; ;-9999999;4;-8;2;3;2;2;2;2;7;7;0;0;0;0;0;0;1;3;2;2; ; ;50;3;3;7;2;3;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;4;1;4;2;1;1;5;5;5;5;17/07/2022;12:32:24;17/07/2022;12:40:36;492
851736;202206;1;72;1949;0;9;9;9;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;-9;5;-9;1; ; ;1;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;450; ;2; ;3; ;3; ;3; ;3; ;2; ; ; ; ; ;20783; ; ;18000; ;1200;4;4;4;4;2;3;7;8;0;0;0;0;0;0;1;4;3;2; ; ; ;4;4;10; ; ;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;1;1;1;2;1;3;3;2;2;3;16/06/2022;12:02:29;16/06/2022;12:20:52;1103
851760;202207;1;28;1993;1;1;8;9;7;1;1;50000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ; ; ; ; ;2; ;1;43000; ;12;57000; ; ;48000; ;2800;2;2;2;2;2;2;6;10;0;0;0;0;0;0;1;5;3;2; ;5; ;4;4;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;1;2;1;5;1;3;3;23/07/2022;18:03:42;23/07/2022;20:02:43;7141
851773;202206;2;77;1944;1;8;9;9;7;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ;9445; ;373; ; ; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;1;425; ;2; ;3; ;3; ;3; ;2; ;2; ; ; ; ; ;13879; ; ;50116; ;2000;2;2;2;2;2;2;5;10;0;0;0;0;0;0;1;5;3;2; ; ; ;4;3;10;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;3;1;5;1;1;1;1;1;4;5;3;4;4;18/06/2022;13:25:01;18/06/2022;13:49:34;1473
851800;202206;2;74;1947;1;9;8;10;7;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;0;1;0; ; ;11245; ; ; ;8000; ;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;670; ;4455; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;3; ;2; ; ; ; ; ;25491; ; ;17807; ;2000;4;4;4;4;4;4;5;7;0;0;0;0;0;0;1;4;3;2; ; ; ;4;3;9;3;5;1;0;0;0; ; ; ;2; ;2; ;1;3;5;1;5;4;1;1;1;1;1;5;3;3;3;28/06/2022;12:58:08;28/06/2022;13:24:05;1557
851821;202206;2;33;1989;1;1;6;7;5;1;2;-9;5;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;-9;-9999999;33000; ;2600;2;2;2;2;2;2;7;7;0;0;0;0;0;0;1;4;3;1; ;1; ;4;3;7;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;5;1;1;1;2;2;3;3;3;3;3;07/06/2022;16:18:43;07/06/2022;16:25:21;398
851829;202206;3;27;1995;1;1;9;8;6;1;1;49600; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1;1;0;1;0; ; ; ; ; ; ; ; ; ; ; ; ;5000; ;1000; ; ; ;500; ;2; ; ; ; ; ;1;5000; ;2; ; ;2; ;3; ;3; ; ; ; ; ;2; ;2; ; ; ;50600; ; ;-9999999;6;1600;2;4;2;1;4;4;6;8;0;0;0;0;0;0;1;5;3;2; ;0; ;1;4;8;3;2;1;0;0;0; ; ; ;2; ;2; ;1;1;1;1;5;1;1;1;1;1;3;3;3;3;3;20/06/2022;16:17:29;20/06/2022;16:27:41;612
851867;202206;5;26;1996;1;13;5;2;5;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ;0;0;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;3; ;3; ; ; ; ; ;2; ; ; ; ; ;-9999999;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;5;4;3;3;07/06/2022;18:22:14;07/06/2022;18:24:13;119
851916;202207;2;70;1952;1;9;7;7;6;2; ; ; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;21/07/2022;19:09:25; ; ; 
851937;202207;1;34;1987;0;1;5;8;4;1;1;31000; ;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0; ;0;0; ;0;0;0;0; ; ;0; ;-9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;3; ;3; ;3; ;2; ;2; ; ; ;-9999999;7; ;60000; ;4000;4;4;4;3;3;3;5;9;0;0;1;0;0;0;0;2;2;1; ;50; ;4;5;5; ; ;1;0;0;0; ; ; ;2; ;2; ;3;3;2;1;1;1;1;2;3;4;5;5;5;5;5;17/07/2022;20:35:37;17/07/2022;20:42:44;427
851940;202206;1;45;1976;1;1;7;7;2;1;1;-8;-8;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ;0;0; ;0;0;1;0; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;-8; ; ; ;0;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ;-9999998;-8;-9999998;-9999999;-8;-8;2;2;2;2;3;3;5;6;0;0;0;0;0;0;1;4;3;2; ;0; ;3;4;8;3;4;1;0;0;0; ; ; ;2; ;2; ;1;3;1;1;1;3;1;1;3;3;2;4;4;4;4;27/06/2022;22:07:29;27/06/2022;22:16:40;551
